site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
xparibet,EPRAS,2296.3,80,support@bettingtipsnet.com,premium,15:17:50,2025-08-20,65783738,,,
xparibet,EPRAS,2295.71,92,support@bettingtipsnet.com,premium,15:17:50,2025-08-20,161806052,,,
1xbet:cm,Kyras,2.74,87,support@bettingtipsnet.com,free,15:17:50,2025-08-20,258199484,,0xFF0982EC,
1xbet:xx,11FBS,196.63,55,support@bettingtipsnet.com,free,15:17:50,2025-08-20,82968309,,0xFF0982EC,
paripulse:ng,RLKBS,21.75,80,support@bettingtipsnet.com,free,15:17:50,2025-08-20,52215755,,,
bet9ja,3bp6fk7,64.54,75,support@bettingtipsnet.com,free,15:17:50,2025-08-20,85766693,,0xFF097E36,
paripesa,ETXBS,2.9,75,support@bettingtipsnet.com,free,15:17:50,2025-08-20,268997356,,0xFF05117E,
22bet,4PSBS,3.47,85,support@bettingtipsnet.com,free,15:17:50,2025-08-20,137467886,,0xFF064146,
1xbet:ng,2939R,3.17,85,support@bettingtipsnet.com,free,15:17:50,2025-08-20,34078737,,0xFF0982EC,
afropari,E1BXR,3.03,87,support@bettingtipsnet.com,free,15:17:50,2025-08-20,8605141,,,
paripesa,X6ABS,1.48,92,support@bettingtipsnet.com,free,15:17:50,2025-08-20,22465308,,0xFF05117E,
sportybet:ng,kgfzx5,3.18,55,support@bettingtipsnet.com,free,15:17:50,2025-08-20,189446993,,0xFFFA0909,
bet9ja,3BPL7PH,729.96,80,support@bettingtipsnet.com,free,15:17:50,2025-08-20,196283702,,0xFF097E36,
melbet,E38bs,8.61,70,support@bettingtipsnet.com,free,15:17:50,2025-08-20,318090853,,0xFF151515,
linebet,m6xvr,109.43,80,support@bettingtipsnet.com,free,15:17:50,2025-08-20,22659213,,0xFF2E5822,
betpawa,P135UUL,92.47,92,support@bettingtipsnet.com,free,15:17:50,2025-08-20,150968352,,,
sportybet:ng,Y4PKL9,302.1,85,support@bettingtipsnet.com,free,15:17:50,2025-08-20,141942664,,0xFFFA0909,
22bet,172BS,12.79,70,support@bettingtipsnet.com,free,15:17:50,2025-08-20,570714,,0xFF064146,
1xbet:xx,M9VUR,190438488.41,80,support@bettingtipsnet.com,premium,15:17:50,2025-08-20,11289245,,0xFF0982EC,
22bet,DGEBS,25.65,75,support@bettingtipsnet.com,free,15:17:50,2025-08-20,242304495,,0xFF064146,
1xbet:ke,PC59R,114.67,80,support@bettingtipsnet.com,free,15:17:50,2025-08-20,47292461,,0xFF0982EC,
1xbet:xx,PC59R,115.31,85,support@bettingtipsnet.com,free,15:17:50,2025-08-20,166078218,,0xFF0982EC,
22bet,TU3BS,4.89,65,support@bettingtipsnet.com,free,15:17:50,2025-08-20,37903321,,0xFF064146,
melbet,3SRAS,59.85,92,support@bettingtipsnet.com,free,15:17:50,2025-08-20,240472449,,0xFF151515,
1xbet:cm,AHTAS,3.08,85,support@bettingtipsnet.com,free,15:17:50,2025-08-20,151016520,,0xFF0982EC,
msport,B3MN4BY,,87,support@bettingtipsnet.com,free,15:17:50,2025-08-20,251409414,,0xFFFFCA26,
sportybet:ng,Z7DYYM,9.73,70,support@bettingtipsnet.com,free,15:17:50,2025-08-20,185617061,,0xFFFA0909,
msport,B3MN4BY,,87,support@bettingtipsnet.com,free,15:17:50,2025-08-20,156570366,,0xFFFFCA26,
1xbet:ng,D4RBS,33.17,85,support@bettingtipsnet.com,free,15:17:50,2025-08-20,327300261,,0xFF0982EC,
1xbet:ng,VHSBS,271.27,85,support@bettingtipsnet.com,free,15:17:50,2025-08-20,15537440,,0xFF0982EC,
betpawa,P135UUL,92.04,55,support@bettingtipsnet.com,free,15:17:50,2025-08-20,22012903,,,
msport,B3N1Y7A,,80,support@bettingtipsnet.com,free,15:17:50,2025-08-20,111654388,,0xFFFFCA26,
sportybet:ng,R268WA,8016008.57,70,support@bettingtipsnet.com,premium,15:17:50,2025-08-20,163519490,,0xFFFA0909,
1xbet:xx,EPSBS,11.07,80,support@bettingtipsnet.com,free,15:17:50,2025-08-20,207946761,,0xFF0982EC,
msport,B3N1Y7A,,65,support@bettingtipsnet.com,free,15:17:50,2025-08-20,150535770,,0xFFFFCA26,
bet9ja,1459872455,,85,support@bettingtipsnet.com,free,15:17:50,2025-08-20,81544021,,0xFF097E36,
22bet,NR9AS,45.81,80,support@bettingtipsnet.com,free,15:17:50,2025-08-20,66905029,,0xFF064146,
sportybet:tz,6QJU19,3.19,87,support@bettingtipsnet.com,free,15:17:50,2025-08-20,227447262,,0xFFFA0909,
betpawa,P135UUL,91.94,55,support@bettingtipsnet.com,free,15:17:50,2025-08-20,316758090,,,
1xbet:ng,SKRBS,2.48,80,support@bettingtipsnet.com,free,15:17:50,2025-08-20,161400583,,0xFF0982EC,
1xbet:xx,696BS,8.53,55,support@bettingtipsnet.com,free,15:17:50,2025-08-20,265022412,,0xFF0982EC,
sportybet:tz,6QJU19,2.48,87,support@bettingtipsnet.com,free,15:17:50,2025-08-20,331171097,,0xFFFA0909,
sportybet:tz,6QJU19,3.03,70,support@bettingtipsnet.com,free,15:17:50,2025-08-20,172674135,,0xFFFA0909,
1xbet:ng,SKRBS,2.53,85,support@bettingtipsnet.com,free,15:17:50,2025-08-20,129869836,,0xFF0982EC,
betpawa,P135UUL,91.84,70,support@bettingtipsnet.com,free,15:17:50,2025-08-20,148398174,,,
sportybet:ng,V8SCGJ,341663.72,92,support@bettingtipsnet.com,premium,15:17:50,2025-08-20,23506499,,0xFFFA0909,
1xbet:ng,UNVAS,4031.21,85,support@bettingtipsnet.com,premium,15:17:50,2025-08-20,86593020,,0xFF0982EC,
sportybet:ng,V8SCGJ,13472.49,70,support@bettingtipsnet.com,premium,15:17:50,2025-08-20,297742318,,0xFFFA0909,
22bet,NR9AS,46.56,87,support@bettingtipsnet.com,free,15:17:50,2025-08-20,136251669,,0xFF064146,
sportybet:ng,Xu9tw0,2.16,70,support@bettingtipsnet.com,free,15:17:50,2025-08-20,221838688,,0xFFFA0909,
1xbet:ng,L66BS,2.31,80,support@bettingtipsnet.com,free,15:17:50,2025-08-20,262516611,,0xFF0982EC,
1xbet:ng,RQ6BS,2.54,70,support@bettingtipsnet.com,free,15:17:50,2025-08-20,288160373,,0xFF0982EC,
1xbet:ng,MQ6BS,1.62,92,support@bettingtipsnet.com,free,15:17:50,2025-08-20,181377233,,0xFF0982EC,
