site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
1xbet:ng,55KLS,6.81,65,support@bettingtipsnet.com,free,13:18:49,2025-06-11,207278845,,0xFF0982EC,
sportybet:ng,SPJHQ9,1129.58,55,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,170010591,,0xFFFA0909,
1xbet:ng,55KLS,6.8,85,support@bettingtipsnet.com,free,13:18:49,2025-06-11,6002019,,0xFF0982EC,
betway:za,BW3EA93D4,293.95,85,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,292023741,,0xFF000000,
betpawa,QCBQL1S,34.9,85,support@bettingtipsnet.com,free,13:18:49,2025-06-11,199552492,,,
1xbet:ng,KMJLS,2.77,80,support@bettingtipsnet.com,free,13:18:49,2025-06-11,250408662,,0xFF0982EC,
paripesa,2HA4S,10.84,87,support@bettingtipsnet.com,free,13:18:49,2025-06-11,239420827,,0xFF05117E,
betway:za,BW3EA2678,93.27,55,support@bettingtipsnet.com,free,13:18:49,2025-06-11,20628143,,0xFF000000,
1xbet:ng,KMJLS,2.11,55,support@bettingtipsnet.com,free,13:18:49,2025-06-11,154647766,,0xFF0982EC,
betway:za,BW3E98D0F,164.63,80,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,21210253,,0xFF000000,
football,J30h2v,41.1,55,support@bettingtipsnet.com,free,13:18:49,2025-06-11,105297712,,,
betway:za,BW3E6F58C,17788.6,80,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,271935850,,0xFF000000,
paripesa,YU9KS,2.9,92,support@bettingtipsnet.com,free,13:18:49,2025-06-11,10988369,,0xFF05117E,
betway:za,BW32A1143,680.82,85,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,30280703,,0xFF000000,
paripesa,LLVKS,3.38,87,support@bettingtipsnet.com,free,13:18:49,2025-06-11,115507405,,0xFF05117E,
betway:za,BW3A7BB5F,807.37,80,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,61037712,,0xFF000000,
sportybet:tz,KJSJR5,70942.05,80,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,156512182,,0xFFFA0909,
sportybet:zm,KJSJR5,98630.97,92,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,32070806,,0xFFFA0909,
sportybet:ng,Sq5a94,53918.5,80,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,134422060,,0xFFFA0909,
betway:za,BW3E7FFD5,131.28,85,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,47426860,,0xFF000000,
betway:za,BW3E768AA,1218.96,92,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,74872593,,0xFF000000,
sportybet:ng,VPRDCJ,52343.07,92,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,61437914,,0xFFFA0909,
betway:ng,X483F86C0,33.79,70,support@bettingtipsnet.com,free,13:18:49,2025-06-11,282522242,,0xFF000000,
sportybet:ng,SSLJXR,1.69,87,support@bettingtipsnet.com,free,13:18:49,2025-06-11,3708146,,0xFFFA0909,
betway:za,BW3E07F3E,106.77,55,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,127450617,,0xFF000000,
betway:ng,X483F86C0,33.94,65,support@bettingtipsnet.com,free,13:18:49,2025-06-11,216319543,,0xFF000000,
betway:za,BW3E042BF,310.67,65,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,85600408,,0xFF000000,
1xbet:gh,FKP4S,34.53,87,support@bettingtipsnet.com,free,13:18:49,2025-06-11,104672469,,0xFF0982EC,
sportybet:ng,rh573m,682984.82,85,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,225362599,,0xFFFA0909,
megapari,sl6ks,4.88,92,support@bettingtipsnet.com,free,13:18:49,2025-06-11,232246991,,0xFF383838,
megapari,SL6KS,4.41,92,support@bettingtipsnet.com,free,13:18:49,2025-06-11,152904919,,0xFF383838,
db_bet,KZPKS,92.49,75,support@bettingtipsnet.com,free,13:18:49,2025-06-11,293811601,,0xFFFF5275,
1xbet:ng,5QRKS,1.71,80,support@bettingtipsnet.com,free,13:18:49,2025-06-11,293304745,,0xFF0982EC,
betway:za,BW3EB9972,1.77,85,support@bettingtipsnet.com,free,13:18:49,2025-06-11,283329283,,0xFF000000,
1xbet:gh,9CTKS,10.94,65,support@bettingtipsnet.com,free,13:18:49,2025-06-11,105276766,,0xFF0982EC,
1xbet:ng,5QRKS,2.41,87,support@bettingtipsnet.com,free,13:18:49,2025-06-11,330384836,,0xFF0982EC,
livescorebet,I6FVJ,122.98,92,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,148877180,,,
bet9ja,33J2B2J,245.91,55,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,104923334,,0xFF097E36,
paripesa,3LLKS,2697.33,92,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,35725121,,0xFF05117E,
bet9ja,33hqzvp,2236.52,75,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,327161713,,0xFF097E36,
livescorebet,HHHTX,22.22,92,support@bettingtipsnet.com,free,13:18:49,2025-06-11,305666384,,,
linebet,9K44S,516.67,65,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,147089898,,0xFF2E5822,
paripesa,D9HKS,3.74,80,support@bettingtipsnet.com,free,13:18:49,2025-06-11,48454833,,0xFF05117E,
betwinner:ng,593ks,2.51,85,support@bettingtipsnet.com,free,13:18:49,2025-06-11,109168211,,0xFF1A654A,
betwinner:ng,1j9js,3.1,92,support@bettingtipsnet.com,free,13:18:49,2025-06-11,56967762,,0xFF1A654A,
paripulse:in,FQBKS,4.13,85,support@bettingtipsnet.com,free,13:18:49,2025-06-11,25627687,,,
megapari,6BG4S,1.94,85,support@bettingtipsnet.com,free,13:18:49,2025-06-11,112536953,,0xFF383838,
1xbet:xx,7XHKS,47958289.57,85,support@bettingtipsnet.com,premium,13:18:49,2025-06-11,210749811,,0xFF0982EC,
sportybet:ng,YFBbmm,5,70,support@bettingtipsnet.com,free,13:18:49,2025-06-11,201483352,,0xFFFA0909,
