site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
bet9ja,3CJZTFH,272.53,80,support@bettingtipsnet.com,free,07:45:42,2025-08-27,88438056,,0xFF097E36,
bet9ja,3CJZSNQ,246.89,87,support@bettingtipsnet.com,free,07:45:42,2025-08-27,291510915,,0xFF097E36,
paripesa,6JN4X,7.96,92,support@bettingtipsnet.com,free,07:45:42,2025-08-27,216400519,,0xFF05117E,
paripulse:in,VLPXV,2805.49,85,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,122941440,,,
888starz,V6yjx,3.34,87,support@bettingtipsnet.com,free,07:45:42,2025-08-27,23441136,,,
sportybet:ng,STL42P,2228.68,75,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,150579397,,0xFFFA0909,
1xbet:ng,B6Z4X,14.87,85,support@bettingtipsnet.com,free,07:45:42,2025-08-27,150461819,,0xFF0982EC,
bet9ja,3CK2P3R,18099.22,80,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,67081319,,0xFF097E36,
bet9ja,3CJRCFB,4964.79,85,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,170553285,,0xFF097E36,
sportybet:ng,NCEPYF,1990.5,75,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,171342548,,0xFFFA0909,
betking:ng,JT2X7D,25819.67,92,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,79912226,,0xFF1D1592,
sportybet:ng,LVMPRH,1208.32,55,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,42218606,,0xFFFA0909,
bet9ja,1934451570,,85,support@bettingtipsnet.com,free,07:45:42,2025-08-27,103941974,,0xFF097E36,
paripesa,VV54X,7.49,87,support@bettingtipsnet.com,free,07:45:42,2025-08-27,49993407,,0xFF05117E,
sportybet:ke,49DCB5,1596827.08,87,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,137358986,,0xFFFA0909,
sportybet:ng,M2zd96,1446482.58,85,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,294298751,,0xFFFA0909,
1xbet:ng,6DFKX,12.56,55,support@bettingtipsnet.com,free,07:45:42,2025-08-27,66627196,,0xFF0982EC,
helabet,R81KX,264.12,55,support@bettingtipsnet.com,free,07:45:42,2025-08-27,39438831,,,
sportybet:tz,52KR6X,417.73,55,support@bettingtipsnet.com,free,07:45:42,2025-08-27,206567823,,0xFFFA0909,
sportybet:ng,H989ML,2712.78,85,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,78989724,,0xFFFA0909,
1xbet:ng,KRP4X,11988.59,92,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,171530537,,0xFF0982EC,
bet9ja,3CK65GC,14.25,85,support@bettingtipsnet.com,free,07:45:42,2025-08-27,96760926,,0xFF097E36,
sportybet:ng,PNGTDR,207416.62,80,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,261404447,,0xFFFA0909,
1xbet:xx,SPS4X,368.78,85,support@bettingtipsnet.com,free,07:45:42,2025-08-27,114934472,,0xFF0982EC,
bet9ja,3cht6lr,18018244.41,80,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,44811631,,0xFF097E36,
db_bet,vy44x,155,80,support@bettingtipsnet.com,free,07:45:42,2025-08-27,280473979,,0xFFFF5275,
helabet,4HAKX,37.89,65,support@bettingtipsnet.com,free,07:45:42,2025-08-27,270226071,,,
1xbet:ng,KRP4X,11988.79,70,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,294438307,,0xFF0982EC,
1xbet:ng,27P4X,112468.04,65,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,8252395,,0xFF0982EC,
1xbet:ng,6DFKX,12.02,85,support@bettingtipsnet.com,free,07:45:42,2025-08-27,231584876,,0xFF0982EC,
1xbet:ng,27P4X,112468.28,85,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,53744207,,0xFF0982EC,
sportybet:ng,Z03VP2,1917.48,55,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,220662849,,0xFFFA0909,
sportybet:ng,R1M01T,2829.72,85,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,36983421,,0xFFFA0909,
sportybet:ng,RZ1383,39.4,65,support@bettingtipsnet.com,free,07:45:42,2025-08-27,209971662,,0xFFFA0909,
sportybet:ng,VA1JFB,991.46,85,support@bettingtipsnet.com,free,07:45:42,2025-08-27,315304493,,0xFFFA0909,
paripesa,ZZM4X,11.12,92,support@bettingtipsnet.com,free,07:45:42,2025-08-27,64688833,,0xFF05117E,
bet9ja,3918959145,,92,support@bettingtipsnet.com,free,07:45:42,2025-08-27,321160131,,0xFF097E36,
bet9ja,845152896,,80,support@bettingtipsnet.com,free,07:45:42,2025-08-27,177110953,,0xFF097E36,
sportybet:ng,Ur27yj,,80,support@bettingtipsnet.com,free,07:45:42,2025-08-27,218625554,,0xFFFA0909,
melbet,362JX,14980.41,70,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,175814966,,0xFF151515,
bet9ja,3CK3FQS,452.79,85,support@bettingtipsnet.com,free,07:45:42,2025-08-27,50644441,,0xFF097E36,
bet9ja,3CK3FPP,37508.24,75,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,128038344,,0xFF097E36,
db_bet,Vy44x,155.26,70,support@bettingtipsnet.com,free,07:45:42,2025-08-27,117735559,,0xFFFF5275,
sportybet:ng,Ur27yj,,70,support@bettingtipsnet.com,free,07:45:42,2025-08-27,272690356,,0xFFFA0909,
1xbet:ng,CZQ4X,20241010.58,55,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,62413974,,0xFF0982EC,
22bet,G5V4X,35702.94,80,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,225440589,,0xFF064146,
db_bet,Mj74x,88.51,80,support@bettingtipsnet.com,free,07:45:42,2025-08-27,244983439,,0xFFFF5275,
msport,B2RN9WD,,92,support@bettingtipsnet.com,free,07:45:42,2025-08-27,162845847,,0xFFFFCA26,
bet9ja,3CHHXQG,106.8,80,support@bettingtipsnet.com,free,07:45:42,2025-08-27,174178752,,0xFF097E36,
1xbet:cm,LRD4X,407,80,support@bettingtipsnet.com,free,07:45:42,2025-08-27,324371766,,0xFF0982EC,
betwinner:ng,YKU4X,528.22,87,support@bettingtipsnet.com,free,07:45:42,2025-08-27,85778489,,0xFF1A654A,
msport,B2RN9WD,,80,support@bettingtipsnet.com,free,07:45:42,2025-08-27,196863243,,0xFFFFCA26,
sportybet:ng,P3HTEA,3749.28,75,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,127743159,,0xFFFA0909,
1xbet:ng,CZQ4X,20241010.49,80,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,8963410,,0xFF0982EC,
msport,B2RN76W,,70,support@bettingtipsnet.com,free,07:45:42,2025-08-27,160710153,,0xFFFFCA26,
db_bet,Ua34x,32065.04,85,support@bettingtipsnet.com,premium,07:45:42,2025-08-27,18174549,,0xFFFF5275,
bet9ja,2863143069,,75,support@bettingtipsnet.com,free,07:45:42,2025-08-27,19835956,,0xFF097E36,
