site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
sportybet:ng,KNMTSU,150.89,80,support@bettingtipsnet.com,free,09:14:42,2025-08-28,207950185,,0xFFFA0909,
fansport,4EYD8,1263.07,87,support@bettingtipsnet.com,premium,09:14:42,2025-08-28,85710248,,,
1xbet:ng,MD628,44300.76,55,support@bettingtipsnet.com,premium,09:14:42,2025-08-28,13431497,,0xFF0982EC,
sportybet:ng,TBYJP4,19908008.36,87,support@bettingtipsnet.com,premium,09:14:42,2025-08-28,26667375,,0xFFFA0909,
fansport,EAYC8,4915.35,92,support@bettingtipsnet.com,premium,09:14:42,2025-08-28,184441128,,,
1xbet:ng,VP1E8,2841.63,80,support@bettingtipsnet.com,premium,09:14:42,2025-08-28,135657398,,0xFF0982EC,
fansport,Eayc8,2775.48,65,support@bettingtipsnet.com,premium,09:14:42,2025-08-28,136382332,,,
secretbet,A6BB8,1297.48,87,support@bettingtipsnet.com,premium,09:14:42,2025-08-28,233801882,,,
secretbet,1A1E8,104824.42,92,support@bettingtipsnet.com,premium,09:14:42,2025-08-28,215836740,,,
bet9ja,363140543,,80,support@bettingtipsnet.com,free,09:14:42,2025-08-28,66663427,,0xFF097E36,
1xbet:ng,BL9D8,972.41,80,support@bettingtipsnet.com,free,09:14:42,2025-08-28,150193006,,0xFF0982EC,
1xbet:xx,Z47D8,6.18,80,support@bettingtipsnet.com,free,09:14:42,2025-08-28,131184955,,0xFF0982EC,
1xbet:xx,U2UD8,9.66,80,support@bettingtipsnet.com,free,09:14:42,2025-08-28,75080668,,0xFF0982EC,
sportybet:ng,TBYJP4,19908008.05,65,support@bettingtipsnet.com,premium,09:14:42,2025-08-28,220784744,,0xFFFA0909,
1xbet:ng,6E2E8,660.64,80,support@bettingtipsnet.com,free,09:14:42,2025-08-28,325037111,,0xFF0982EC,
sportybet:ng,S4Y0B3,833.9,87,support@bettingtipsnet.com,free,09:14:42,2025-08-28,142125570,,0xFFFA0909,
sportybet:ng,KNMTSU,151.66,85,support@bettingtipsnet.com,free,09:14:42,2025-08-28,241054915,,0xFFFA0909,
22bet,LNZ28,46.47,55,support@bettingtipsnet.com,free,09:14:42,2025-08-28,58756974,,0xFF064146,
sportybet:ng,TBYJP4,19908008.68,80,support@bettingtipsnet.com,premium,09:14:42,2025-08-28,160424013,,0xFFFA0909,
fansport,4EYD8,1262.79,92,support@bettingtipsnet.com,premium,09:14:42,2025-08-28,36068964,,,
football,APH7JT,8.25,75,support@bettingtipsnet.com,free,09:14:42,2025-08-28,296469191,,,
msport,B3QDE9G,,92,support@bettingtipsnet.com,free,09:14:42,2025-08-28,308294336,,0xFFFFCA26,
sportybet:gh,BWYKBZ,53.07,65,support@bettingtipsnet.com,free,09:14:42,2025-08-28,277614092,,0xFFFA0909,
afropari,MXVD8,28.12,75,support@bettingtipsnet.com,free,09:14:42,2025-08-28,152634244,,,
sportybet:gh,LRYYCV,21115.62,80,support@bettingtipsnet.com,premium,09:14:42,2025-08-28,37002614,,0xFFFA0909,
888starz,9SAE8,6.71,75,support@bettingtipsnet.com,free,09:14:42,2025-08-28,133360586,,,
sportybet:ng,S4Y0B3,833.38,55,support@bettingtipsnet.com,free,09:14:42,2025-08-28,192066140,,0xFFFA0909,
888starz,N79C8,170.02,80,support@bettingtipsnet.com,free,09:14:42,2025-08-28,160110106,,,
1xbet:xx,B4UD8,12.95,85,support@bettingtipsnet.com,free,09:14:42,2025-08-28,274875109,,0xFF0982EC,
sportybet:ng,MDDABD,431118930277.73,85,support@bettingtipsnet.com,premium,09:14:42,2025-08-28,260439304,,0xFFFA0909,
sportybet:ng,MDDABD,431118930276.97,80,support@bettingtipsnet.com,premium,09:14:42,2025-08-28,56805880,,0xFFFA0909,
sportybet:gh,LRYYCV,21115.38,85,support@bettingtipsnet.com,premium,09:14:42,2025-08-28,269312439,,0xFFFA0909,
1xbet:ng,6NAE8,2.2,80,support@bettingtipsnet.com,free,09:14:42,2025-08-28,328263578,,0xFF0982EC,
bet9ja,484713028,,85,support@bettingtipsnet.com,free,09:14:42,2025-08-28,217929895,,0xFF097E36,
sportybet:ng,RFPRLQ,593.14,92,support@bettingtipsnet.com,free,09:14:42,2025-08-28,21445900,,0xFFFA0909,
sportybet:ng,X2MNC8,802.06,75,support@bettingtipsnet.com,free,09:14:42,2025-08-28,158322983,,0xFFFA0909,
sportybet:gh,XR9JFW,216.88,85,support@bettingtipsnet.com,free,09:14:42,2025-08-28,38947430,,0xFFFA0909,
sportybet:ng,X2MNC8,802.31,87,support@bettingtipsnet.com,free,09:14:42,2025-08-28,290137773,,0xFFFA0909,
fansport,Eayc8,2775.32,87,support@bettingtipsnet.com,premium,09:14:42,2025-08-28,54394142,,,
sportybet:gh,R27ZSE,2989.15,87,support@bettingtipsnet.com,premium,09:14:42,2025-08-28,277050724,,0xFFFA0909,
1xbet:ke,Q9J28,70.95,70,support@bettingtipsnet.com,free,09:14:42,2025-08-28,119356001,,0xFF0982EC,
1xbet:ng,GZRD8,934.84,85,support@bettingtipsnet.com,free,09:14:42,2025-08-28,246606014,,0xFF0982EC,
sportybet:gh,X2MNC8,801.99,92,support@bettingtipsnet.com,free,09:14:42,2025-08-28,234740895,,0xFFFA0909,
sportybet:gh,YXNU7A,646.1,80,support@bettingtipsnet.com,free,09:14:42,2025-08-28,215970794,,0xFFFA0909,
sportybet:gh,X2MNC8,802.18,55,support@bettingtipsnet.com,free,09:14:42,2025-08-28,79795014,,0xFFFA0909,
1xbet:ng,NBRD8,644.52,80,support@bettingtipsnet.com,free,09:14:42,2025-08-28,160061645,,0xFF0982EC,
sportybet:gh,YXNU7A,646.42,80,support@bettingtipsnet.com,free,09:14:42,2025-08-28,193268562,,0xFFFA0909,
